Date	Date in text	species_name	density
2005/9/26	2005-09-26	COPEPOD NAUPLII	24860
2005/9/26	2005-09-26	CYCLOPOID	7720
2005/9/26	2005-09-26	ACANTHOCYCLOPS	860
2005/9/26	2005-09-26	DIACYCLOPS THOMASI	32580
2005/9/26	2005-09-26	MESOCYCLOPS EDAX	18000
2005/9/26	2005-09-26	DIAPTOMID	125180
2005/9/26	2005-09-26	AGLAODIAPTOMUS CLAVIPES	5660
2005/9/26	2005-09-26	CHYDORUS	280
2005/9/26	2005-09-26	DAPHNIA	840
2005/9/26	2005-09-26	DAPHNIA MENDOTAE	19520
2005/9/26	2005-09-26	DAPHNIA PULICARIA	11600
2005/9/26	2005-09-26	DIAPHANOSOMA BIRGEI	4820
2005/9/26	2005-09-26	LEPTODORA KINDTI	500
2005/9/26	2005-09-26	SINOBOSMINA FRYEI	280
2005/11/2	2005-11-02	COPEPOD NAUPLII	28300
2005/11/2	2005-11-02	CYCLOPOID	5140
2005/11/2	2005-11-02	ACANTHOCYCLOPS	2580
2005/11/2	2005-11-02	DIACYCLOPS THOMASI	32580
2005/11/2	2005-11-02	MESOCYCLOPS EDAX	9440
2005/11/2	2005-11-02	TROPOCYCLOPS PRASINUS MEXICANUS	4280
2005/11/2	2005-11-02	DIAPTOMID	163760
2005/11/2	2005-11-02	AGLAODIAPTOMUS CLAVIPES	18960
2005/11/2	2005-11-02	CHYDORUS	4520
2005/11/2	2005-11-02	DAPHNIA MENDOTAE	126760
2005/11/2	2005-11-02	DAPHNIA PULICARIA	35940
2005/11/2	2005-11-02	DIAPHANOSOMA BIRGEI	560
2005/11/30	2005-11-30	COPEPOD NAUPLII	47160
2005/11/30	2005-11-30	DIACYCLOPS THOMASI	96020
2005/11/30	2005-11-30	DIAPTOMID	141480
2005/11/30	2005-11-30	AGLAODIAPTOMUS CLAVIPES	22640
2005/11/30	2005-11-30	DAPHNIA MENDOTAE	66780
2005/11/30	2005-11-30	DAPHNIA PARVULA	1140
2005/11/30	2005-11-30	DAPHNIA PULICARIA	181080
2005/11/30	2005-11-30	DIAPHANOSOMA BIRGEI	280
2006/3/6	2006-03-06	COPEPOD NAUPLII	36020
2006/3/6	2006-03-06	DIACYCLOPS THOMASI	17140
2006/3/6	2006-03-06	DIAPTOMID	70300
2006/3/6	2006-03-06	AGLAODIAPTOMUS CLAVIPES	5660
2006/3/6	2006-03-06	DAPHNIA PULICARIA	6220
2006/3/6	2006-03-06	SINOBOSMINA FRYEI	280
2006/5/2	2006-05-02	COPEPOD NAUPLII	670480
2006/5/2	2006-05-02	CYCLOPOID	75460
2006/5/2	2006-05-02	DIACYCLOPS THOMASI	23140
2006/5/2	2006-05-02	MESOCYCLOPS EDAX	4280
2006/5/2	2006-05-02	DIAPTOMID	52300
2006/5/2	2006-05-02	AGLAODIAPTOMUS CLAVIPES	3960
2006/5/2	2006-05-02	CHYDORUS	560
2006/5/2	2006-05-02	DAPHNIA	28860
2006/5/2	2006-05-02	DAPHNIA MENDOTAE	560
2006/5/2	2006-05-02	DAPHNIA PARVULA	14720
2006/5/2	2006-05-02	DAPHNIA PULICARIA	96760
2006/11/27	2006-11-27	COPEPOD NAUPLII	17140
2006/11/27	2006-11-27	CYCLOPOID	860
2006/11/27	2006-11-27	DIACYCLOPS THOMASI	19720
2006/11/27	2006-11-27	MESOCYCLOPS EDAX	860
2006/11/27	2006-11-27	TROPOCYCLOPS PRASINUS MEXICANUS	860
2006/11/27	2006-11-27	DIAPTOMID	118320
2006/11/27	2006-11-27	AGLAODIAPTOMUS CLAVIPES	15000
2006/11/27	2006-11-27	DAPHNIA	3680
2006/11/27	2006-11-27	DAPHNIA MENDOTAE	23480
2006/11/27	2006-11-27	DAPHNIA PARVULA	280
2006/11/27	2006-11-27	DAPHNIA PULICARIA	107800
2006/11/27	2006-11-27	SINOBOSMINA FRYEI	560
2007/1/3	2007-01-03	COPEPODITES	6366
2007/1/3	2007-01-03	DIAPTOMID	93371
2007/1/3	2007-01-03	AGLAODIAPTOMUS CLAVIPES	27587
2007/1/3	2007-01-03	DAPHNIA	943
2007/1/3	2007-01-03	DAPHNIA MENDOTAE	9196
2007/1/3	2007-01-03	DAPHNIA PARVULA	20985
2007/1/3	2007-01-03	DAPHNIA PULICARIA	8724
2007/2/19	2007-02-19	COPEPOD NAUPLII	2829
2007/2/19	2007-02-19	DIACYCLOPS THOMASI	2829
2007/2/19	2007-02-19	MESOCYCLOPS EDAX	707
2007/2/19	2007-02-19	DIAPTOMID	37490
2007/2/19	2007-02-19	AGLAODIAPTOMUS CLAVIPES	29002
2007/2/19	2007-02-19	DAPHNIA MENDOTAE	8488
2007/2/19	2007-02-19	DAPHNIA PULICARIA	16977
2007/4/2	2007-04-02	COPEPOD NAUPLII	15562
2007/4/2	2007-04-02	COPEPODITES	4244
2007/4/2	2007-04-02	TROPOCYCLOPS PRASINUS MEXICANUS	1415
2007/4/2	2007-04-02	DIAPTOMID	74980
2007/4/2	2007-04-02	AGLAODIAPTOMUS CLAVIPES	29709
2007/4/2	2007-04-02	CHYDORUS	236
2007/4/2	2007-04-02	DAPHNIA MENDOTAE	1179
2007/4/2	2007-04-02	DAPHNIA PARVULA	7781
2007/4/2	2007-04-02	DAPHNIA PULICARIA	6366
2007/4/16	2007-04-16	COPEPOD NAUPLII	52344
2007/4/16	2007-04-16	COPEPODITES	3537
2007/4/16	2007-04-16	DIACYCLOPS THOMASI	1415
2007/4/16	2007-04-16	TROPOCYCLOPS PRASINUS MEXICANUS	1415
2007/4/16	2007-04-16	DIAPTOMID	55174
2007/4/16	2007-04-16	AGLAODIAPTOMUS CLAVIPES	33246
2007/4/16	2007-04-16	CHYDORUS	1886
2007/4/16	2007-04-16	DAPHNIA MENDOTAE	236
2007/4/16	2007-04-16	DAPHNIA PARVULA	17920
2007/4/16	2007-04-16	DAPHNIA PULICARIA	5423
2007/4/30	2007-04-30	COPEPOD NAUPLII	53759
2007/4/30	2007-04-30	COPEPODITES	11318
2007/4/30	2007-04-30	DIACYCLOPS THOMASI	24757
2007/4/30	2007-04-30	MESOCYCLOPS EDAX	7781
2007/4/30	2007-04-30	DIAPTOMID	210792
2007/4/30	2007-04-30	AGLAODIAPTOMUS CLAVIPES	57296
2007/4/30	2007-04-30	CHYDORUS	1179
2007/4/30	2007-04-30	DAPHNIA	707
2007/4/30	2007-04-30	DAPHNIA PARVULA	46450
2007/4/30	2007-04-30	DAPHNIA PULICARIA	167172
2007/4/30	2007-04-30	DIAPHANOSOMA BIRGEI	236
2007/4/30	2007-04-30	SINOBOSMINA FRYEI	236
2007/5/14	2007-05-14	COPEPOD NAUPLII	279405
2007/5/14	2007-05-14	COPEPODITES	18391
2007/5/14	2007-05-14	ACANTHOCYCLOPS	707
2007/5/14	2007-05-14	DIACYCLOPS THOMASI	8488
2007/5/14	2007-05-14	MESOCYCLOPS EDAX	7074
2007/5/14	2007-05-14	DIAPTOMID	37490
2007/5/14	2007-05-14	AGLAODIAPTOMUS CLAVIPES	14854
2007/5/14	2007-05-14	CHYDORUS	943
2007/5/14	2007-05-14	DAPHNIA	707
2007/5/14	2007-05-14	DAPHNIA MENDOTAE	943
2007/5/14	2007-05-14	DAPHNIA PULICARIA	315952
2007/5/14	2007-05-14	LEPTODORA KINDTI	28
2007/6/11	2007-06-11	COPEPOD NAUPLII	45271
2007/6/11	2007-06-11	COPEPODITES	4951
2007/6/11	2007-06-11	DIACYCLOPS THOMASI	12025
2007/6/11	2007-06-11	MESOCYCLOPS EDAX	7074
2007/6/11	2007-06-11	DIAPTOMID	68613
2007/6/11	2007-06-11	AGLAODIAPTOMUS CLAVIPES	31124
2007/6/11	2007-06-11	DAPHNIA	236
2007/6/11	2007-06-11	DAPHNIA PULICARIA	304634
2007/6/11	2007-06-11	DIAPHANOSOMA BIRGEI	943
2007/6/11	2007-06-11	SINOBOSMINA FRYEI	236
2007/6/25	2007-06-25	COPEPOD NAUPLII	14854
2007/6/25	2007-06-25	COPEPODITES	707
2007/6/25	2007-06-25	MESOCYCLOPS EDAX	12025
2007/6/25	2007-06-25	DIAPTOMID	52344
2007/6/25	2007-06-25	AGLAODIAPTOMUS CLAVIPES	30416
2007/6/25	2007-06-25	DAPHNIA MENDOTAE	1650
2007/6/25	2007-06-25	DAPHNIA PULICARIA	70264
2007/6/25	2007-06-25	LEPTODORA KINDTI	14
2007/7/9	2007-07-09	COPEPOD NAUPLII	9903
2007/7/9	2007-07-09	COPEPODITES	707
2007/7/9	2007-07-09	DIACYCLOPS THOMASI	707
2007/7/9	2007-07-09	MESOCYCLOPS EDAX	9903
2007/7/9	2007-07-09	DIAPTOMID	53052
2007/7/9	2007-07-09	AGLAODIAPTOMUS CLAVIPES	29002
2007/7/9	2007-07-09	DAPHNIA	707
2007/7/9	2007-07-09	DAPHNIA MENDOTAE	2594
2007/7/9	2007-07-09	DAPHNIA PULICARIA	89363
2007/7/23	2007-07-23	COPEPOD NAUPLII	2829
2007/7/23	2007-07-23	COPEPODITES	2122
2007/7/23	2007-07-23	DIACYCLOPS THOMASI	5659
2007/7/23	2007-07-23	MESOCYCLOPS EDAX	3537
2007/7/23	2007-07-23	DIAPTOMID	48808
2007/7/23	2007-07-23	AGLAODIAPTOMUS CLAVIPES	12732
2007/7/23	2007-07-23	DAPHNIA MENDOTAE	13676
2007/7/23	2007-07-23	DAPHNIA PULICARIA	472
2007/7/23	2007-07-23	DIAPHANOSOMA BIRGEI	236
2007/7/23	2007-07-23	LEPTODORA KINDTI	14
2007/8/6	2007-08-06	COPEPOD NAUPLII	21928
2007/8/6	2007-08-06	COPEPODITES	14854
2007/8/6	2007-08-06	DIACYCLOPS THOMASI	5659
2007/8/6	2007-08-06	MESOCYCLOPS EDAX	2829
2007/8/6	2007-08-06	DIAPTOMID	60833
2007/8/6	2007-08-06	AGLAODIAPTOMUS CLAVIPES	15562
2007/8/6	2007-08-06	DAPHNIA MENDOTAE	8017
2007/8/6	2007-08-06	DAPHNIA PULICARIA	1179
2007/8/6	2007-08-06	DIAPHANOSOMA BIRGEI	2122
2007/8/20	2007-08-20	DIACYCLOPS THOMASI	1415
2007/8/20	2007-08-20	MESOCYCLOPS EDAX	9196
2007/8/20	2007-08-20	DIAPTOMID	59418
2007/8/20	2007-08-20	AGLAODIAPTOMUS CLAVIPES	13440
2007/8/20	2007-08-20	CHYDORUS	236
2007/8/20	2007-08-20	DAPHNIA MENDOTAE	12025
2007/8/20	2007-08-20	DAPHNIA PULICARIA	236
2007/8/20	2007-08-20	DIAPHANOSOMA BIRGEI	5423
2007/9/4	2007-09-04	COPEPOD NAUPLII	1415
2007/9/4	2007-09-04	COPEPODITES	2122
2007/9/4	2007-09-04	DIACYCLOPS THOMASI	707
2007/9/4	2007-09-04	MESOCYCLOPS EDAX	707
2007/9/4	2007-09-04	DIAPTOMID	30416
2007/9/4	2007-09-04	AGLAODIAPTOMUS CLAVIPES	11318
2007/9/4	2007-09-04	DAPHNIA MENDOTAE	472
2007/9/4	2007-09-04	DAPHNIA PULICARIA	8017
2007/9/4	2007-09-04	DIAPHANOSOMA BIRGEI	236
2007/10/1	2007-10-01	COPEPOD NAUPLII	6366
2007/10/1	2007-10-01	COPEPODITES	3537
2007/10/1	2007-10-01	DIACYCLOPS THOMASI	3537
2007/10/1	2007-10-01	MESOCYCLOPS EDAX	2122
2007/10/1	2007-10-01	DIAPTOMID	35368
2007/10/1	2007-10-01	AGLAODIAPTOMUS CLAVIPES	30416
2007/10/1	2007-10-01	DAPHNIA MENDOTAE	3537
2007/10/1	2007-10-01	DAPHNIA PULICARIA	2829
2007/10/1	2007-10-01	DIAPHANOSOMA BIRGEI	236
2007/10/29	2007-10-29	COPEPOD NAUPLII	1415
2007/10/29	2007-10-29	COPEPODITES	707
2007/10/29	2007-10-29	DIACYCLOPS THOMASI	4951
2007/10/29	2007-10-29	MESOCYCLOPS EDAX	707
2007/10/29	2007-10-29	DIAPTOMID	19806
2007/10/29	2007-10-29	AGLAODIAPTOMUS CLAVIPES	9903
2007/10/29	2007-10-29	CHYDORUS	236
2007/10/29	2007-10-29	DAPHNIA MENDOTAE	14147
2007/10/29	2007-10-29	DAPHNIA PULICARIA	943
2007/11/26	2007-11-26	COPEPOD NAUPLII	6366
2007/11/26	2007-11-26	COPEPODITES	4951
2007/11/26	2007-11-26	ACANTHOCYCLOPS	2829
2007/11/26	2007-11-26	DIACYCLOPS THOMASI	5659
2007/11/26	2007-11-26	DIAPTOMID	48100
2007/11/26	2007-11-26	AGLAODIAPTOMUS CLAVIPES	12025
2007/11/26	2007-11-26	DAPHNIA MENDOTAE	8724
2007/11/26	2007-11-26	DAPHNIA PULICARIA	10375
2008/2/13	2008-02-13	DIACYCLOPS THOMASI	1415
2008/2/13	2008-02-13	DIAPTOMID	75687
2008/2/13	2008-02-13	AGLAODIAPTOMUS CLAVIPES	29709
2008/2/13	2008-02-13	CHYDORUS	1179
2008/2/13	2008-02-13	DAPHNIA MENDOTAE	707
2008/2/13	2008-02-13	DAPHNIA PULICARIA	3773
2008/4/14	2008-04-14	COPEPOD NAUPLII	3537
2008/4/14	2008-04-14	ACANTHOCYCLOPS	1415
2008/4/14	2008-04-14	DIACYCLOPS THOMASI	13440
2008/4/14	2008-04-14	DIAPTOMID	81346
2008/4/14	2008-04-14	AGLAODIAPTOMUS CLAVIPES	21221
2008/4/14	2008-04-14	DAPHNIA	236
2008/4/14	2008-04-14	DAPHNIA MENDOTAE	707
2008/4/14	2008-04-14	DAPHNIA PULICARIA	4716
2008/4/28	2008-04-28	COPEPOD NAUPLII	84175
2008/4/28	2008-04-28	DIACYCLOPS THOMASI	10610
2008/4/28	2008-04-28	DIAPTOMID	98322
2008/4/28	2008-04-28	AGLAODIAPTOMUS CLAVIPES	17684
2008/4/28	2008-04-28	CHYDORUS	943
2008/4/28	2008-04-28	DAPHNIA MENDOTAE	236
2008/4/28	2008-04-28	DAPHNIA PULICARIA	31831
2008/4/28	2008-04-28	SINOBOSMINA FRYEI	236
2008/5/12	2008-05-12	COPEPOD NAUPLII	154203
2008/5/12	2008-05-12	DIACYCLOPS THOMASI	33953
2008/5/12	2008-05-12	MESOCYCLOPS EDAX	4244
2008/5/12	2008-05-12	DIAPTOMID	82053
2008/5/12	2008-05-12	AGLAODIAPTOMUS CLAVIPES	16977
2008/5/12	2008-05-12	DAPHNIA PULICARIA	104217
2008/5/28	2008-05-28	COPEPOD NAUPLII	82053
2008/5/28	2008-05-28	COPEPODITES	16977
2008/5/28	2008-05-28	DIACYCLOPS THOMASI	52344
2008/5/28	2008-05-28	DIAPTOMID	58003
2008/5/28	2008-05-28	AGLAODIAPTOMUS CLAVIPES	8488
2008/5/28	2008-05-28	DAPHNIA PULICARIA	182969
2008/5/28	2008-05-28	SINOBOSMINA FRYEI	472
2008/6/9	2008-06-09	COPEPOD NAUPLII	97615
2008/6/9	2008-06-09	COPEPODITES	7074
2008/6/9	2008-06-09	DIACYCLOPS THOMASI	55174
2008/6/9	2008-06-09	DIAPTOMID	103274
2008/6/9	2008-06-09	AGLAODIAPTOMUS CLAVIPES	15562
2008/6/9	2008-06-09	DAPHNIA PULICARIA	181555
2008/6/9	2008-06-09	DIAPHANOSOMA BIRGEI	943
2008/6/23	2008-06-23	COPEPOD NAUPLII	14147
2008/6/23	2008-06-23	DIAPTOMID	97615
2008/6/23	2008-06-23	AGLAODIAPTOMUS CLAVIPES	7074
2008/6/23	2008-06-23	DAPHNIA MENDOTAE	472
2008/6/23	2008-06-23	DAPHNIA PULICARIA	24993
2008/7/7	2008-07-07	COPEPOD NAUPLII	79224
2008/7/7	2008-07-07	DIACYCLOPS THOMASI	12732
2008/7/7	2008-07-07	MESOCYCLOPS EDAX	1415
2008/7/7	2008-07-07	DIAPTOMID	110347
2008/7/7	2008-07-07	AGLAODIAPTOMUS CLAVIPES	39612
2008/7/7	2008-07-07	CHYDORUS	943
2008/7/7	2008-07-07	DAPHNIA PULICARIA	115063
2008/7/21	2008-07-21	COPEPOD NAUPLII	52344
2008/7/21	2008-07-21	DIACYCLOPS THOMASI	15562
2008/7/21	2008-07-21	MESOCYCLOPS EDAX	1415
2008/7/21	2008-07-21	DIAPTOMID	149959
2008/7/21	2008-07-21	AGLAODIAPTOMUS CLAVIPES	26880
2008/7/21	2008-07-21	DAPHNIA MENDOTAE	472
2008/7/21	2008-07-21	DAPHNIA PULICARIA	35839
2008/7/21	2008-07-21	LEPTODORA KINDTI	42
2008/8/4	2008-08-04	COPEPOD NAUPLII	63662
2008/8/4	2008-08-04	DIACYCLOPS THOMASI	19806
2008/8/4	2008-08-04	DIAPTOMID	100444
2008/8/4	2008-08-04	AGLAODIAPTOMUS CLAVIPES	59418
2008/8/4	2008-08-04	DAPHNIA PULICARIA	12261
2008/8/4	2008-08-04	DIAPHANOSOMA BIRGEI	943
2008/8/18	2008-08-18	COPEPOD NAUPLII	70736
2008/8/18	2008-08-18	DIACYCLOPS THOMASI	43856
2008/8/18	2008-08-18	MESOCYCLOPS EDAX	1415
2008/8/18	2008-08-18	DIAPTOMID	213621
2008/8/18	2008-08-18	AGLAODIAPTOMUS CLAVIPES	35368
2008/8/18	2008-08-18	DAPHNIA MENDOTAE	4244
2008/8/18	2008-08-18	DAPHNIA PULICARIA	11318
2008/8/18	2008-08-18	DIAPHANOSOMA BIRGEI	5187
2008/8/18	2008-08-18	LEPTODORA KINDTI	14
2008/9/5	2008-09-05	COPEPOD NAUPLII	155618
2008/9/5	2008-09-05	COPEPODITES	12732
2008/9/5	2008-09-05	ACANTHOCYCLOPS	1415
2008/9/5	2008-09-05	DIACYCLOPS THOMASI	31124
2008/9/5	2008-09-05	MESOCYCLOPS EDAX	14147
2008/9/5	2008-09-05	DIAPTOMID	379142
2008/9/5	2008-09-05	AGLAODIAPTOMUS CLAVIPES	70736
2008/9/5	2008-09-05	DAPHNIA MENDOTAE	8960
2008/9/5	2008-09-05	DAPHNIA PULICARIA	8017
2008/9/5	2008-09-05	DIAPHANOSOMA BIRGEI	24050
2008/9/5	2008-09-05	LEPTODORA KINDTI	113
2008/9/27	2008-09-27	COPEPOD NAUPLII	41027
2008/9/27	2008-09-27	DIACYCLOPS THOMASI	22635
2008/9/27	2008-09-27	DIAPTOMID	369239
2008/9/27	2008-09-27	AGLAODIAPTOMUS CLAVIPES	62247
2008/9/27	2008-09-27	CHYDORUS	943
2008/9/27	2008-09-27	DAPHNIA MENDOTAE	11318
2008/9/27	2008-09-27	DAPHNIA PULICARIA	16977
2008/9/27	2008-09-27	DIAPHANOSOMA BIRGEI	4244
2008/9/27	2008-09-27	LEPTODORA KINDTI	14
2008/9/27	2008-09-27	SINOBOSMINA FRYEI	472
2008/10/29	2008-10-29	COPEPOD NAUPLII	28294
2008/10/29	2008-10-29	DIACYCLOPS THOMASI	12732
2008/10/29	2008-10-29	MESOCYCLOPS EDAX	2829
2008/10/29	2008-10-29	DIAPTOMID	183912
2008/10/29	2008-10-29	AGLAODIAPTOMUS CLAVIPES	76394
2008/10/29	2008-10-29	CHYDORUS	943
2008/10/29	2008-10-29	DAPHNIA MENDOTAE	56117
2008/10/29	2008-10-29	DAPHNIA PULICARIA	9431
2008/10/29	2008-10-29	DIAPHANOSOMA BIRGEI	2358
2009/1/21	2009-01-21	DIACYCLOPS THOMASI	13440
2009/1/21	2009-01-21	DIAPTOMID	45978
2009/1/21	2009-01-21	AGLAODIAPTOMUS CLAVIPES	7781
2009/1/21	2009-01-21	DAPHNIA MENDOTAE	8960
2009/1/21	2009-01-21	DAPHNIA PULICARIA	4244
2009/4/15	2009-04-15	COPEPOD NAUPLII	161984
2009/4/15	2009-04-15	COPEPODITES	6366
2009/4/15	2009-04-15	DIACYCLOPS THOMASI	9903
2009/4/15	2009-04-15	DIAPTOMID	74272
2009/4/15	2009-04-15	AGLAODIAPTOMUS CLAVIPES	7781
2009/4/15	2009-04-15	CHYDORUS	707
2009/4/15	2009-04-15	DAPHNIA PULICARIA	59418
2009/4/27	2009-04-27	COPEPOD NAUPLII	244038
2009/4/27	2009-04-27	COPEPODITES	18391
2009/4/27	2009-04-27	DIACYCLOPS THOMASI	75687
2009/4/27	2009-04-27	MESOCYCLOPS EDAX	1415
2009/4/27	2009-04-27	DIAPTOMID	122372
2009/4/27	2009-04-27	AGLAODIAPTOMUS CLAVIPES	11318
2009/4/27	2009-04-27	DAPHNIA MENDOTAE	1886
2009/4/27	2009-04-27	DAPHNIA PULICARIA	117185
2009/4/27	2009-04-27	DIAPHANOSOMA BIRGEI	472
2009/4/27	2009-04-27	SINOBOSMINA FRYEI	236
2009/5/11	2009-05-11	COPEPOD NAUPLII	404607
2009/5/11	2009-05-11	COPEPODITES	36782
2009/5/11	2009-05-11	DIACYCLOPS THOMASI	124495
2009/5/11	2009-05-11	DIAPTOMID	43856
2009/5/11	2009-05-11	AGLAODIAPTOMUS CLAVIPES	11318
2009/5/11	2009-05-11	CHYDORUS	943
2009/5/11	2009-05-11	DAPHNIA MENDOTAE	3773
2009/5/11	2009-05-11	DAPHNIA PULICARIA	425828
2009/5/28	2009-05-28	COPEPOD NAUPLII	166936
2009/5/28	2009-05-28	COPEPODITES	7781
2009/5/28	2009-05-28	DIACYCLOPS THOMASI	50930
2009/5/28	2009-05-28	DIAPTOMID	58003
2009/5/28	2009-05-28	AGLAODIAPTOMUS CLAVIPES	13440
2009/5/28	2009-05-28	CHYDORUS	236
2009/5/28	2009-05-28	DAPHNIA PARVULA	1179
2009/5/28	2009-05-28	DAPHNIA PULICARIA	75215
2009/6/9	2009-06-09	COPEPOD NAUPLII	128739
2009/6/9	2009-06-09	DIACYCLOPS THOMASI	21928
2009/6/9	2009-06-09	MESOCYCLOPS EDAX	4244
2009/6/9	2009-06-09	DIAPTOMID	111762
2009/6/9	2009-06-09	AGLAODIAPTOMUS CLAVIPES	9196
2009/6/9	2009-06-09	CHYDORUS	236
2009/6/9	2009-06-09	DAPHNIA PULICARIA	97379
2009/6/23	2009-06-23	COPEPOD NAUPLII	157033
2009/6/23	2009-06-23	DIACYCLOPS THOMASI	36782
2009/6/23	2009-06-23	MESOCYCLOPS EDAX	2829
2009/6/23	2009-06-23	DIAPTOMID	174009
2009/6/23	2009-06-23	AGLAODIAPTOMUS CLAVIPES	19806
2009/6/23	2009-06-23	DAPHNIA PULICARIA	68849
2009/6/23	2009-06-23	DIAPHANOSOMA BIRGEI	472
2009/7/6	2009-07-06	COPEPOD NAUPLII	62247
2009/7/6	2009-07-06	DIACYCLOPS THOMASI	24050
2009/7/6	2009-07-06	DIAPTOMID	217865
2009/7/6	2009-07-06	AGLAODIAPTOMUS CLAVIPES	24050
2009/7/6	2009-07-06	DAPHNIA MENDOTAE	5187
2009/7/6	2009-07-06	DAPHNIA PULICARIA	36782
2009/7/20	2009-07-20	COPEPOD NAUPLII	18391
2009/7/20	2009-07-20	DIACYCLOPS THOMASI	11318
2009/7/20	2009-07-20	MESOCYCLOPS EDAX	4244
2009/7/20	2009-07-20	DIAPTOMID	125909
2009/7/20	2009-07-20	AGLAODIAPTOMUS CLAVIPES	31124
2009/7/20	2009-07-20	DAPHNIA MENDOTAE	2358
2009/7/20	2009-07-20	DAPHNIA PULICARIA	29237
2009/7/20	2009-07-20	LEPTODORA KINDTI	14
2009/7/20	2009-07-20	BYTHOTREPHES LONGIMANUS	99
2009/8/5	2009-08-05	COPEPOD NAUPLII	58003
2009/8/5	2009-08-05	COPEPODITES	4244
2009/8/5	2009-08-05	DIACYCLOPS THOMASI	22635
2009/8/5	2009-08-05	MESOCYCLOPS EDAX	2829
2009/8/5	2009-08-05	DIAPTOMID	216451
2009/8/5	2009-08-05	AGLAODIAPTOMUS CLAVIPES	39612
2009/8/5	2009-08-05	CHYDORUS	472
2009/8/5	2009-08-05	DAPHNIA MENDOTAE	1415
2009/8/5	2009-08-05	DAPHNIA PULICARIA	4716
2009/8/5	2009-08-05	LEPTODORA KINDTI	85
2009/8/5	2009-08-05	BYTHOTREPHES LONGIMANUS	99
2009/8/19	2009-08-19	COPEPOD NAUPLII	285772
2009/8/19	2009-08-19	COPEPODITES	41027
2009/8/19	2009-08-19	DIACYCLOPS THOMASI	12732
2009/8/19	2009-08-19	MESOCYCLOPS EDAX	4244
2009/8/19	2009-08-19	DIAPTOMID	591349
2009/8/19	2009-08-19	AGLAODIAPTOMUS CLAVIPES	15562
2009/8/19	2009-08-19	DAPHNIA MENDOTAE	1415
2009/8/19	2009-08-19	BYTHOTREPHES LONGIMANUS	156
2009/9/2	2009-09-02	COPEPOD NAUPLII	58003
2009/9/2	2009-09-02	COPEPODITES	4951
2009/9/2	2009-09-02	DIACYCLOPS THOMASI	12732
2009/9/2	2009-09-02	MESOCYCLOPS EDAX	3537
2009/9/2	2009-09-02	DIAPTOMID	161984
2009/9/2	2009-09-02	AGLAODIAPTOMUS CLAVIPES	9903
2009/9/2	2009-09-02	DAPHNIA MENDOTAE	3301
2009/9/2	2009-09-02	DAPHNIA PULICARIA	236
2009/9/2	2009-09-02	BYTHOTREPHES LONGIMANUS	311
2009/9/30	2009-09-30	COPEPOD NAUPLII	94786
2009/9/30	2009-09-30	COPEPODITES	6366
2009/9/30	2009-09-30	DIACYCLOPS THOMASI	41734
2009/9/30	2009-09-30	MESOCYCLOPS EDAX	707
2009/9/30	2009-09-30	DIAPTOMID	178961
2009/9/30	2009-09-30	AGLAODIAPTOMUS CLAVIPES	25465
2009/9/30	2009-09-30	DAPHNIA MENDOTAE	83939
2009/9/30	2009-09-30	DIAPHANOSOMA BIRGEI	236
2009/9/30	2009-09-30	SINOBOSMINA FRYEI	707
2009/9/30	2009-09-30	BYTHOTREPHES LONGIMANUS	410
2009/10/28	2009-10-28	COPEPOD NAUPLII	62955
2009/10/28	2009-10-28	COPEPODITES	1415
2009/10/28	2009-10-28	DIACYCLOPS THOMASI	22635
2009/10/28	2009-10-28	DIAPTOMID	84883
2009/10/28	2009-10-28	AGLAODIAPTOMUS CLAVIPES	2829
2009/10/28	2009-10-28	DAPHNIA MENDOTAE	236
2009/10/28	2009-10-28	DAPHNIA PULICARIA	472
2009/10/28	2009-10-28	BYTHOTREPHES LONGIMANUS	57
2009/12/3	2009-12-03	COPEPOD NAUPLII	114592
2009/12/3	2009-12-03	COPEPODITES	1415
2009/12/3	2009-12-03	DIACYCLOPS THOMASI	24050
2009/12/3	2009-12-03	DIAPTOMID	53759
2009/12/3	2009-12-03	AGLAODIAPTOMUS CLAVIPES	26172
2009/12/3	2009-12-03	DAPHNIA MENDOTAE	27587
2009/12/3	2009-12-03	DAPHNIA PARVULA	472
2009/12/3	2009-12-03	DAPHNIA PULICARIA	78752
2009/12/3	2009-12-03	DIAPHANOSOMA BIRGEI	472
2009/12/3	2009-12-03	LEPTODORA KINDTI	28
2009/12/3	2009-12-03	SINOBOSMINA FRYEI	472
2009/12/3	2009-12-03	BYTHOTREPHES LONGIMANUS	340
2010/2/1	2010-02-01	COPEPOD NAUPLII	91249
2010/2/1	2010-02-01	COPEPODITES	707
2010/2/1	2010-02-01	DIACYCLOPS THOMASI	12732
2010/2/1	2010-02-01	MESOCYCLOPS EDAX	1415
2010/2/1	2010-02-01	DIAPTOMID	25465
2010/2/1	2010-02-01	DAPHNIA MENDOTAE	1886
2010/2/1	2010-02-01	DAPHNIA PARVULA	1179
2010/2/1	2010-02-01	DAPHNIA PULICARIA	4480
2010/3/29	2010-03-29	COPEPOD NAUPLII	161277
2010/3/29	2010-03-29	COPEPODITES	6366
2010/3/29	2010-03-29	ACANTHOCYCLOPS	707
2010/3/29	2010-03-29	DIACYCLOPS THOMASI	103981
2010/3/29	2010-03-29	MESOCYCLOPS EDAX	1415
2010/3/29	2010-03-29	TROPOCYCLOPS PRASINUS MEXICANUS	707
